url,title,price,height,width,media
https://www.bearspace.co.uk/product-page/fragstudy-2-by-jim-cheatle,Fragstudy 2 by Jim Cheatle,490.0,30.5,23.0,"Resin, pigments, inkjet prints, MDF"
https://www.bearspace.co.uk/product-page/fragstudy-3-by-jim-cheatle,Fragstudy 3 by Jim Cheatle,490.0,30.5,23.0,"Resin, pigments, inkjet prints, MDF"
https://www.bearspace.co.uk/product-page/fragstudy-4-by-jim-cheatle,Fragstudy 4 by Jim Cheatle,490.0,30.5,23.0,"Resin, pigments, inkjet prints, MDF"
https://www.bearspace.co.uk/product-page/all-recognisable-entities-by-elise-wootten,All Recognisable Entities by Elise Wootten,1200.0,40.9,50.2,"Set of four, Beech, Mdf, Acrylic paint, Vinyl"
https://www.bearspace.co.uk/product-page/hurricane-by-lucy-baker,Hurricane by Lucy Baker,0.0,30.0,40.0,Oil paint & spray paint on board
https://www.bearspace.co.uk/product-page/the-ephemeral-isles-by-jane-ward,The Ephemeral Isles by Jane Ward,1400.0,90.0,120.0,Archival digital print on canvas with dissolved canvas
https://www.bearspace.co.uk/product-page/another-sunset-by-lucy-baker,Another Sunset by Lucy Baker,340.0,42.0,34.0,"Oil paint, spray paint & gold leaf on board"
https://www.bearspace.co.uk/product-page/kin-by-vic-wright,Kin by Vic Wright,440.0,16.0,14.0,"24k gold leaf, crystal, iron and white and grey casting cement."
https://www.bearspace.co.uk/product-page/off-road-by-lucy-baker,OFF ROAD by Lucy Baker,340.0,30.0,40.0,"Oil paint, spray paint & gold leaf on board"
https://www.bearspace.co.uk/product-page/candy-flop-by-olly-fathers,Candy Flop by Olly Fathers,3400.0,127.0,53.0,"Sprayed board, Wall based sculpture"
https://www.bearspace.co.uk/product-page/constructed-veneer-4-by-olly-fathers,Constructed Veneer IV by Olly Fathers,1100.0,38.0,32.0,"Various wood veneers, various woods, board"
https://www.bearspace.co.uk/product-page/the-hurricane-by-lucy-baker,The Hurricane by Lucy Baker,1600.0,110.0,130.0,"Oil paint, spray paint & gold leaf on board"
https://www.bearspace.co.uk/product-page/tommy-by-olly-fathers,Tommy by Olly Fathers,1940.0,100.0,70.0,"Spraypaint, board, card, digital print collage"
https://www.bearspace.co.uk/product-page/overland-i-by-jane-ward,Overland I by Jane Ward,1400.0,90.0,120.0,"Archival Digital print on stretched canvas, finished with gold leaf"
https://www.bearspace.co.uk/product-page/crossroads-by-olly-fathers,Crossroads by Olly Fathers,4000.0,120.0,120.0,"Sprayed board, Acrylic paint on sprayed board"
https://www.bearspace.co.uk/product-page/amazons-by-lucy-baker,Amazons by Lucy Baker,1600.0,110.0,130.0,"Oil paint, spray paint & gold leaf on board"
https://www.bearspace.co.uk/product-page/constructed-veneer-5-by-olly-fathers,Constructed Veneer V by Olly Fathers,940.0,30.0,33.0,"Various wood veneers, various woods, board"
https://www.bearspace.co.uk/product-page/constructed-veneer-5-by-olly-fathers-1,Constructed Veneer VI by Olly Fathers,940.0,26.0,24.0,"Various wood veneers, various woods, board"
https://www.bearspace.co.uk/product-page/constructed-veneer-vii-by-olly-fathers,Constructed Veneer VII by Olly Fathers,940.0,34.0,25.0,"Various wood veneers, various woods, board"
https://www.bearspace.co.uk/product-page/collage-2-by-olly-fathers,Collage 2 by Olly Fathers,175.0,29.7,21.0,"Spraypaint, vinyl, card, digital print collage"
https://www.bearspace.co.uk/product-page/collage-1-by-olly-fathers,Collage 1 by Olly Fathers,175.0,29.7,21.0,"Spraypaint, vinyl, card, digital print collage"
https://www.bearspace.co.uk/product-page/p1-by-olly-fathers,P1 by Olly Fathers,240.0,30.0,30.0,Acrylic paint on sprayed board
https://www.bearspace.co.uk/product-page/p4-by-olly-fathers,P4 by Olly Fathers,240.0,30.0,30.0,Acrylic paint on sprayed board
https://www.bearspace.co.uk/product-page/c6-by-olly-fathers,C6 by Olly Fathers,240.0,30.0,30.0,Acrylic paint on sprayed board
https://www.bearspace.co.uk/product-page/collage-3-by-olly-fathers,Collage 3 by Olly Fathers,175.0,29.7,21.0,"Spraypaint, vinyl, card, digital print collage"
https://www.bearspace.co.uk/product-page/p8-by-olly-fathers,P8 by Olly Fathers,240.0,30.0,30.0,Acrylic paint on sprayed board
https://www.bearspace.co.uk/product-page/c13-by-olly-fathers,C13 by Olly Fathers,240.0,30.0,30.0,Acrylic paint on sprayed board
